"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1902905","BP","GO:1902905","positive regulation of supramolecular fiber organization","1/34","208/29008",0.217148969382129,0.269518635566857,0.196281842957114,"Arpc1b",1
"GO:0031032","BP","GO:0031032","actomyosin structure organization","1/34","210/29008",0.218996308633921,0.271480825423316,0.19771084336908,"Cnn3",1
"GO:0031345","BP","GO:0031345","negative regulation of cell projection organization","1/34","211/29008",0.219918390914164,0.272292637110004,0.198302059978878,"Ulk1",1
"GO:0008361","BP","GO:0008361","regulation of cell size","1/34","213/29008",0.221759386660838,0.273055583900704,0.198857689840397,"Ulk1",1
"GO:0030258","BP","GO:0030258","lipid modification","1/34","213/29008",0.221759386660838,0.273055583900704,0.198857689840397,"Plin5",1
"GO:0045216","BP","GO:0045216","cell-cell junction organization","1/34","213/29008",0.221759386660838,0.273055583900704,0.198857689840397,"Tgfb2",1
"GO:0098742","BP","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","1/34","213/29008",0.221759386660838,0.273055583900704,0.198857689840397,"Tgfb2",1
"GO:0001666","BP","GO:0001666","response to hypoxia","1/34","214/29008",0.22267830247447,0.273055583900704,0.198857689840397,"Tgfb2",1
"GO:0031396","BP","GO:0031396","regulation of protein ubiquitination","1/34","214/29008",0.22267830247447,0.273055583900704,0.198857689840397,"Dcun1d4",1
"GO:0042445","BP","GO:0042445","hormone metabolic process","1/34","214/29008",0.22267830247447,0.273055583900704,0.198857689840397,"Tiparp",1
"GO:1903050","BP","GO:1903050","regulation of proteolysis involved in cellular protein catabolic process","1/34","214/29008",0.22267830247447,0.273055583900704,0.198857689840397,"Gna12",1
"GO:0035265","BP","GO:0035265","organ growth","1/34","216/29008",0.224512975840854,0.274644324588032,0.200014719110131,"Tgfb2",1
"GO:0046395","BP","GO:0046395","carboxylic acid catabolic process","1/34","216/29008",0.224512975840854,0.274644324588032,0.200014719110131,"Plin5",1
"GO:0008217","BP","GO:0008217","regulation of blood pressure","1/34","217/29008",0.225428735733234,0.275104049954689,0.200349522460675,"Gna12",1
"GO:0030522","BP","GO:0030522","intracellular receptor signaling pathway","1/34","217/29008",0.225428735733234,0.275104049954689,0.200349522460675,"Plin5",1
"GO:0008154","BP","GO:0008154","actin polymerization or depolymerization","1/34","218/29008",0.226343445989393,0.275231469526482,0.200442318078787,"Arpc1b",1
"GO:0016054","BP","GO:0016054","organic acid catabolic process","1/34","218/29008",0.226343445989393,0.275231469526482,0.200442318078787,"Plin5",1
"GO:0048839","BP","GO:0048839","inner ear development","1/34","218/29008",0.226343445989393,0.275231469526482,0.200442318078787,"Tgfb2",1
"GO:0002822","BP","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","1/34","220/29008",0.228169722258461,0.276791603549252,0.201578514025332,"Arid5a",1
"GO:0051651","BP","GO:0051651","maintenance of location in cell","1/34","220/29008",0.228169722258461,0.276791603549252,0.201578514025332,"Tgfb2",1
"GO:0016236","BP","GO:0016236","macroautophagy","1/34","222/29008",0.22999181396633,0.278670224056706,0.2029466535406,"Ulk1",1
"GO:0044242","BP","GO:0044242","cellular lipid catabolic process","1/34","224/29008",0.231809730411216,0.280539329321887,0.20430786340781,"Plin5",1
"GO:0002706","BP","GO:0002706","regulation of lymphocyte mediated immunity","1/34","225/29008",0.232717125810258,0.28130338220718,0.204864298802812,"Arid5a",1
"GO:0016197","BP","GO:0016197","endosomal transport","1/34","226/29008",0.233623480871317,0.281397549654695,0.204932877957295,"Stx6",1
"GO:0048545","BP","GO:0048545","response to steroid hormone","1/34","226/29008",0.233623480871317,0.281397549654695,0.204932877957295,"Tgfb2",1
"GO:0071560","BP","GO:0071560","cellular response to transforming growth factor beta stimulus","1/34","226/29008",0.233623480871317,0.281397549654695,0.204932877957295,"Tgfb2",1
"GO:0051495","BP","GO:0051495","positive regulation of cytoskeleton organization","1/34","227/29008",0.234528796751046,0.282154479208165,0.205484125656481,"Arpc1b",1
"GO:0099504","BP","GO:0099504","synaptic vesicle cycle","1/34","228/29008",0.235433074604854,0.282908376205597,0.206033164841636,"Adra2a",1
"GO:0030073","BP","GO:0030073","insulin secretion","1/34","230/29008",0.23723852085012,0.283739498528489,0.206638444773085,"Adra2a",1
"GO:0071559","BP","GO:0071559","response to transforming growth factor beta","1/34","230/29008",0.23723852085012,0.283739498528489,0.206638444773085,"Tgfb2",1
"GO:0090276","BP","GO:0090276","regulation of peptide hormone secretion","1/34","230/29008",0.23723852085012,0.283739498528489,0.206638444773085,"Adra2a",1
"GO:1901617","BP","GO:1901617","organic hydroxy compound biosynthetic process","1/34","230/29008",0.23723852085012,0.283739498528489,0.206638444773085,"Tgfb2",1
"GO:0031668","BP","GO:0031668","cellular response to extracellular stimulus","1/34","231/29008",0.238139691546176,0.284483406430895,0.207180209218306,"Ulk1",1
"GO:0003018","BP","GO:0003018","vascular process in circulatory system","1/34","234/29008",0.240837007729576,0.287032644299927,0.209036738010897,"Adra2a",1
"GO:0032271","BP","GO:0032271","regulation of protein polymerization","1/34","234/29008",0.240837007729576,0.287032644299927,0.209036738010897,"Arpc1b",1
"GO:0002791","BP","GO:0002791","regulation of peptide secretion","1/34","235/29008",0.241734051648989,0.287765185315794,0.209570224314482,"Adra2a",1
"GO:0002819","BP","GO:0002819","regulation of adaptive immune response","1/34","236/29008",0.242630066741052,0.288494793476234,0.210101574712819,"Arid5a",1
"GO:0046777","BP","GO:0046777","protein autophosphorylation","1/34","237/29008",0.243525054150019,0.288548872301011,0.210140958599466,"Ulk1",1
"GO:0048762","BP","GO:0048762","mesenchymal cell differentiation","1/34","237/29008",0.243525054150019,0.288548872301011,0.210140958599466,"Tgfb2",1
"GO:0090087","BP","GO:0090087","regulation of peptide transport","1/34","237/29008",0.243525054150019,0.288548872301011,0.210140958599466,"Adra2a",1
"GO:0042180","BP","GO:0042180","cellular ketone metabolic process","1/34","238/29008",0.244419015018911,0.28860136304087,0.210179185934418,"Plin5",1
"GO:0051403","BP","GO:0051403","stress-activated MAPK cascade","1/34","238/29008",0.244419015018911,0.28860136304087,0.210179185934418,"Tgfb2",1
"GO:0097191","BP","GO:0097191","extrinsic apoptotic signaling pathway","1/34","238/29008",0.244419015018911,0.28860136304087,0.210179185934418,"Tgfb2",1
"GO:0051259","BP","GO:0051259","protein complex oligomerization","1/34","240/29008",0.246203861702399,0.290372378558732,0.211468960161052,"Kctd7",1
"GO:0010632","BP","GO:0010632","regulation of epithelial cell migration","1/34","241/29008",0.247094749796883,0.290750057786402,0.211744011920266,"Tgfb2",1
"GO:0036293","BP","GO:0036293","response to decreased oxygen levels","1/34","241/29008",0.247094749796883,0.290750057786402,0.211744011920266,"Tgfb2",1
"GO:0031334","BP","GO:0031334","positive regulation of protein-containing complex assembly","1/34","243/29008",0.248873461181845,0.291496617177356,0.212287707360194,"Arpc1b",1
"GO:0043543","BP","GO:0043543","protein acylation","1/34","243/29008",0.248873461181845,0.291496617177356,0.212287707360194,"Arid5a",1
"GO:0048863","BP","GO:0048863","stem cell differentiation","1/34","243/29008",0.248873461181845,0.291496617177356,0.212287707360194,"Tgfb2",1
"GO:0060348","BP","GO:0060348","bone development","1/34","243/29008",0.248873461181845,0.291496617177356,0.212287707360194,"Csgalnact1",1
"GO:0006836","BP","GO:0006836","neurotransmitter transport","1/34","244/29008",0.249761286744849,0.291865540358946,0.212556382369771,"Adra2a",1
"GO:0072593","BP","GO:0072593","reactive oxygen species metabolic process","1/34","244/29008",0.249761286744849,0.291865540358946,0.212556382369771,"Plin5",1
"GO:0006814","BP","GO:0006814","sodium ion transport","1/34","245/29008",0.250648093734513,0.292231587546302,0.212822962884296,"Scn3b",1
"GO:0031330","BP","GO:0031330","negative regulation of cellular catabolic process","1/34","245/29008",0.250648093734513,0.292231587546302,0.212822962884296,"Plin5",1
"GO:1903362","BP","GO:1903362","regulation of cellular protein catabolic process","1/34","246/29008",0.251533883284039,0.292929173790212,0.213330992740147,"Gna12",1
"GO:0031098","BP","GO:0031098","stress-activated protein kinase signaling cascade","1/34","248/29008",0.253302414589391,0.294316032459053,0.214340997762132,"Tgfb2",1
"GO:1903320","BP","GO:1903320","regulation of protein modification by small protein conjugation or removal","1/34","248/29008",0.253302414589391,0.294316032459053,0.214340997762132,"Dcun1d4",1
"GO:0017157","BP","GO:0017157","regulation of exocytosis","1/34","249/29008",0.254185158605523,0.295005326445362,0.214842988630732,"Adra2a",1
"GO:0043583","BP","GO:0043583","ear development","1/34","250/29008",0.255066889702133,0.295691877823065,0.215342982144787,"Tgfb2",1
"GO:0090092","BP","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","1/34","253/29008",0.257706016739857,0.298411853474902,0.217323853829664,"Tgfb2",1
"GO:0007411","BP","GO:0007411","axon guidance","1/34","255/29008",0.2594603907987,0.299422580094989,0.218059933853589,"Tgfb2",1
"GO:0090257","BP","GO:0090257","regulation of muscle system process","1/34","255/29008",0.2594603907987,0.299422580094989,0.218059933853589,"Adra2a",1
"GO:0099003","BP","GO:0099003","vesicle-mediated transport in synapse","1/34","255/29008",0.2594603907987,0.299422580094989,0.218059933853589,"Adra2a",1
"GO:0006520","BP","GO:0006520","cellular amino acid metabolic process","1/34","256/29008",0.260336068005003,0.299754184516495,0.218301430798129,"Srr",1
"GO:0097485","BP","GO:0097485","neuron projection guidance","1/34","256/29008",0.260336068005003,0.299754184516495,0.218301430798129,"Tgfb2",1
"GO:0001505","BP","GO:0001505","regulation of neurotransmitter levels","1/34","257/29008",0.261210740156082,0.300421833204343,0.218787658084874,"Adra2a",1
"GO:0010506","BP","GO:0010506","regulation of autophagy","1/34","259/29008",0.262957073765887,0.30208935531842,0.220002061359936,"Ulk1",1
"GO:0007568","BP","GO:0007568","aging","1/34","262/29008",0.265569064193019,0.304746482446718,0.221937162465716,"Gna12",1
"GO:0006898","BP","GO:0006898","receptor-mediated endocytosis","1/34","265/29008",0.268172069359413,0.307387332595323,0.223860409565315,"Ulk1",1
"GO:0002064","BP","GO:0002064","epithelial cell development","1/34","266/29008",0.269037746207403,0.307687388760206,0.224078930918801,"S1pr3",1
"GO:0050730","BP","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","1/34","266/29008",0.269037746207403,0.307687388760206,0.224078930918801,"Adra2a",1
"GO:0051091","BP","GO:0051091","positive regulation of DNA-binding transcription factor activity","1/34","267/29008",0.269902429132355,0.308330241351871,0.224547099998006,"Slco3a1",1
"GO:0048738","BP","GO:0048738","cardiac muscle tissue development","1/34","269/29008",0.27162881763845,0.309954944203338,0.225730319367133,"Tgfb2",1
"GO:0009101","BP","GO:0009101","glycoprotein biosynthetic process","1/34","271/29008",0.273351243716393,0.311571495913875,0.226907602519789,"Csgalnact1",1
"GO:0032412","BP","GO:0032412","regulation of ion transmembrane transporter activity","1/34","273/29008",0.275069716185815,0.313179933847313,0.228078976666862,"Scn3b",1
"GO:0048193","BP","GO:0048193","Golgi vesicle transport","1/34","274/29008",0.275927472568264,0.313805909092702,0.228534854512014,"Stx6",1
"GO:0048588","BP","GO:0048588","developmental cell growth","1/34","275/29008",0.27678424384733,0.314429369543399,0.228988900912243,"Ulk1",1
"GO:0043523","BP","GO:0043523","regulation of neuron apoptotic process","1/34","276/29008",0.277640031120124,0.315050324845664,0.229441122892612,"Tgfb2",1
"GO:1903829","BP","GO:1903829","positive regulation of cellular protein localization","1/34","277/29008",0.278494835482574,0.315668784601494,0.229891527445951,"Tgfb2",1
"GO:0000375","BP","GO:0000375","RNA splicing, via transesterification reactions","1/34","279/29008",0.280201499854243,0.316196376911931,0.230275756131306,"Nova1",1
"GO:0000377","BP","GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","1/34","279/29008",0.280201499854243,0.316196376911931,0.230275756131306,"Nova1",1
"GO:0000398","BP","GO:0000398","mRNA splicing, via spliceosome","1/34","279/29008",0.280201499854243,0.316196376911931,0.230275756131306,"Nova1",1
"GO:0110053","BP","GO:0110053","regulation of actin filament organization","1/34","279/29008",0.280201499854243,0.316196376911931,0.230275756131306,"Arpc1b",1
"GO:0060560","BP","GO:0060560","developmental growth involved in morphogenesis","1/34","280/29008",0.28105336204941,0.316806831779147,0.23072033097908,"Ulk1",1
"GO:0022898","BP","GO:0022898","regulation of transmembrane transporter activity","1/34","283/29008",0.283603081763178,0.318873053938932,0.232225094805999,"Scn3b",1
"GO:0042593","BP","GO:0042593","glucose homeostasis","1/34","283/29008",0.283603081763178,0.318873053938932,0.232225094805999,"Adra2a",1
"GO:0003007","BP","GO:0003007","heart morphogenesis","1/34","284/29008",0.284451036340029,0.318873053938932,0.232225094805999,"Tgfb2",1
"GO:0016050","BP","GO:0016050","vesicle organization","1/34","284/29008",0.284451036340029,0.318873053938932,0.232225094805999,"Stx6",1
"GO:0033500","BP","GO:0033500","carbohydrate homeostasis","1/34","284/29008",0.284451036340029,0.318873053938932,0.232225094805999,"Adra2a",1
"GO:0030072","BP","GO:0030072","peptide hormone secretion","1/34","285/29008",0.285298016731494,0.319471075878453,0.232660615148298,"Adra2a",1
"GO:0051924","BP","GO:0051924","regulation of calcium ion transport","1/34","286/29008",0.286144024022903,0.320066696464696,0.233094386661444,"Tgfb2",1
"GO:0045055","BP","GO:0045055","regulated exocytosis","1/34","288/29008",0.287833123641015,0.32089929211181,0.233700739568024,"Adra2a",1
"GO:0045165","BP","GO:0045165","cell fate commitment","1/34","288/29008",0.287833123641015,0.32089929211181,0.233700739568024,"Tgfb2",1
"GO:0046942","BP","GO:0046942","carboxylic acid transport","1/34","288/29008",0.287833123641015,0.32089929211181,0.233700739568024,"Slco3a1",1
"GO:0051606","BP","GO:0051606","detection of stimulus","1/34","290/29008",0.289518343853599,0.32207335413408,0.234555771566062,"Dach1",1
"GO:0071695","BP","GO:0071695","anatomical structure maturation","1/34","290/29008",0.289518343853599,0.32207335413408,0.234555771566062,"Tgfb2",1
"GO:0044262","BP","GO:0044262","cellular carbohydrate metabolic process","1/34","291/29008",0.290359501883719,0.322656851057262,0.234980713801322,"Csgalnact1",1
"GO:0002790","BP","GO:0002790","peptide secretion","1/34","293/29008",0.292038919183214,0.323113635882405,0.235313375649084,"Adra2a",1
"GO:0051258","BP","GO:0051258","protein polymerization","1/34","293/29008",0.292038919183214,0.323113635882405,0.235313375649084,"Arpc1b",1
"GO:0060485","BP","GO:0060485","mesenchyme development","1/34","293/29008",0.292038919183214,0.323113635882405,0.235313375649084,"Tgfb2",1
"GO:1903311","BP","GO:1903311","regulation of mRNA metabolic process","1/34","293/29008",0.292038919183214,0.323113635882405,0.235313375649084,"Nova1",1
"GO:0046394","BP","GO:0046394","carboxylic acid biosynthetic process","1/34","295/29008",0.293714478643608,0.323783473401871,0.235801196992221,"Srr",1
